,4.9_rbf_matern32_sin_lfbgs_0_0,4.9_rbf_matern32_sin_lfbgs_1_0,4.9_rbf_matern32_sin_lfbgs_2_0,4.9_rbf_matern32_sin_lfbgs_3_0,4.9_rbf_matern32_sin_lfbgs_4_0
       [-6.41208885e-02],
       [ 1.41608928e-01],
       [ 1.71252338e-02],
       [-7.21575364e-02],
       [ 8.42636561e-02],
       [ 4.31066107e-01],
       [-1.44392943e-02],
       [-3.23300480e-01],
       [-2.77653202e-02],
       [ 1.42181489e-01],
       [ 6.90034189e-02],
       [-6.81184198e-03],
       [ 3.68631191e-01],
       [-5.21032433e-03],
       [-5.69392067e-01],
       [ 4.41638613e-01],
       [-4.57879210e-01],
       [-5.42173885e-02],
       [ 2.73715071e-01],
       [ 1.90880487e-01],
       [-5.25366664e-01],
       [-1.84100263e-01],
       [-4.90774748e-02],
       [ 5.95105966e-01],
       [-5.69668406e-01],
       [ 4.85984508e-01],
       [-1.18989882e+00],
       [-5.17705172e-01],
       [ 7.00740631e-01],
       [-9.03594166e-01],
       [ 3.26583265e-01],
       [ 3.01044442e-01],
       [-1.41408504e-01],
       [ 7.33667137e-01],
       [ 8.46550445e-02],
       [-4.80610976e-02],
       [ 6.01505913e-01],
       [ 3.57023859e-01],
       [ 8.99206042e-02],
       [ 6.76082428e-01],
       [-8.85324923e-01],
       [ 3.63825085e-04],
       [ 3.49533485e-01],
       [-8.30421938e-02],
       [-2.35515269e-01],
       [ 2.37666906e-01],
       [-3.23139865e-01],
       [ 2.74620294e-01],
       [-2.62543925e-01],
       [-2.63287925e-01],
       [-2.97034567e-03],
       [-3.82195483e-01],
       [ 1.37634216e-01],
       [ 9.42344035e-01],
       [ 8.39652352e-01],
       [ 4.18766930e-01],
       [-1.05013910e-01],
       [-4.83007231e-01],
       [-1.83473830e-01],
       [ 3.19670748e-02],
       [-2.78366251e-01],
       [ 1.06347256e+00],
       [-4.82764934e-02],
       [-5.70623215e-02],
       [ 5.68352634e-02],
       [-1.80825254e-02],
       [-1.33342026e-01],
       [-1.43454000e-01],
       [-2.36239983e-01],
       [ 4.03220878e-01],
       [-4.88872599e-01],
       [-2.11689030e-02],
       [ 2.54812072e-01],
       [-3.43120676e-02],
       [-9.84083918e-02],
       [ 2.18360633e-01],
       [ 6.36451707e-02],
       [-3.09341294e-01],
       [-6.98544122e-02],
       [-1.93624910e-01],
       [-2.57825581e-01],
       [ 4.13315249e-01],
       [-8.27311854e-01],
       [ 2.20254513e-01],
       [-1.37106576e-01],
       [ 3.49085432e-01],
       [ 4.71857401e-01],
       [-8.75049977e-01],
       [-1.13084488e-02],
       [ 2.84397224e-02],
       [ 9.94786840e-01],
       [ 2.76671479e-01],
       [-8.39968713e-02],
       [-2.82730912e-02],
       [ 2.51893430e-01],
       [-4.59683814e-01],
       [ 6.52446977e-01],
       [-3.70846767e-01],
       [ 6.33380721e-02],
       [-1.93094354e+00],
       [ 8.88057093e-03],
       [ 4.79686180e-01],
       [-1.98461635e-01],
       [ 2.17530404e-03],
       [ 4.87928901e-01],
       [-5.21136247e-01],
       [-3.86554332e-02],
       [-4.40165039e-02],
       [ 9.58330118e-02],
       [-4.73392427e-04],
       [-2.25883557e-02],
       [ 6.40353635e-01],
       [ 2.55651022e-01],
       [ 9.62030300e-02],
       [ 2.44962557e-01],
       [ 6.75735837e-02],
       [ 8.09955848e-01],
       [-4.45070853e-01],
       [ 3.49384679e-01],
       [-1.21638090e-01],
       [ 1.94829071e-01],
       [-6.28416480e-01],
       [ 1.83083290e-01],
       [ 1.40214766e-01],
       [-2.48398358e-02],
       [-2.80147712e-01],
       [-1.32854098e-01],
       [ 2.78959115e-02],
       [-7.19719302e-03],
       [ 8.74012740e-02],
       [-5.49808803e-01],
       [ 7.24880022e-02],
       [-3.96027113e-01],
       [ 4.76647575e-01],
       [ 2.72770487e-01],
       [ 3.96475989e-01],
       [-2.22539401e-01],
       [-2.57601139e-02],
       [ 3.17149955e-02],
       [ 1.96668835e-02],
       [-5.40175190e-01],
       [ 4.91253360e-01],
       [-4.87028347e-01],
       [ 5.21936085e-02],
       [-1.78992573e-01],
       [ 2.56297995e-01],
       [-1.45654960e+00],
       [ 2.05767340e-01],
       [ 8.50320369e-01],
       [-2.88672180e-01],
       [ 4.29282978e-01],
       [-1.05971865e-01],
       [ 2.09774184e-01],
       [ 7.42602573e-01],
       [ 8.61940808e-01],
       [ 6.47069589e-01],
       [ 7.56580378e-02],
       [ 6.82546148e-03],
       [-3.23103142e-02],
       [-2.70768436e-01],
       [-4.93824876e-03],
       [ 1.18066144e-01],
       [-5.28934127e-01],
       [ 8.69352429e-02],
       [-1.74680503e-01],
       [-2.09103422e-01],
       [ 3.70042512e-01],
       [ 1.35323296e-01],
       [-1.67129164e-02],
       [-2.03153214e-02],
       [-8.20021793e-01],
       [-2.04541396e-01],
       [ 2.06408878e-01],
       [-7.49101922e-02],
       [-3.45929296e-01],
       [-6.30290536e-01],
       [ 1.05337293e+00],
       [-8.86852712e-02],
       [ 8.94659642e-03],
       [-1.10101957e-01],
       [-2.76065551e-01],
       [-6.39383644e-03],
       [ 4.94010684e-03],
       [-1.88239452e-01],
       [ 5.35660460e-01],
       [-4.21800876e-02],
       [-3.20351539e-02],
       [ 1.39708415e-02],
       [-1.79603080e-01],
       [ 2.36449416e-01],
       [-1.08355876e-01],
       [-1.36256624e-02],
       [ 9.46719457e-01],
       [ 2.27731204e-01],
       [-2.79554716e-01],
       [-6.39983016e-01],
       [ 9.75496944e-02],
       [ 2.51817352e-01],
       [-6.10126839e-01],
       [-2.61432954e-02],
       [-4.63196521e-01],
       [ 6.94351617e-02],
       [-2.87619031e-02],
       [-4.94203088e-02],
       [ 1.70815782e-01],
       [-1.11624535e-02],
       [-2.01575425e-01],
       [ 5.61298040e-01],
       [ 3.83787592e-01],
       [ 4.99000404e-02],
       [-7.68393293e-01],
       [-7.96549952e-01],
       [-2.77885871e-02],
       [ 2.22985489e-01],
       [ 7.88118044e-02],
       [ 5.40548592e-02],
       [ 1.23459082e-01],
       [-3.03104115e-04],
       [-9.06087178e-02],
       [-3.34525955e-03],
       [ 1.95917671e-02],
       [-4.08977030e-03],
       [-6.68446454e-01],
       [-4.92160550e-02],
       [ 2.68072322e-01],
       [-3.51099383e-02],
       [-2.64705989e-03],
       [-3.23405860e-01],
       [ 3.16591451e-01],
       [ 4.45444097e-01],
       [-8.34389786e-01],
       [ 7.72442598e-01],
       [ 2.08485233e-03],
       [ 3.46128260e-01],
       [ 9.08615230e-01],
       [ 2.15658686e-02],
       [ 2.41668659e-01],
       [-4.39776877e-01],
       [ 3.58944114e-04],
       [ 1.31384452e-01],
       [ 6.81762644e-02],
       [-8.44087444e-02],
       [-4.67613520e-02],
       [ 1.06751590e+00],
       [ 8.54173392e-01],
       [ 5.97341446e-01],
       [-2.81399257e-01],
       [ 6.71308867e-03],
       [ 8.37854256e-02],
       [ 1.66892429e-01],
       [-6.52319119e-02],
       [-1.87802041e-01],
       [ 9.05445776e-03],
       [-5.07223598e-01],
       [ 3.98477706e-03],
       [-2.52959192e-01],
       [-7.44115218e-02],
       [-4.10903905e-01],
       [ 6.81581054e-02],
       [-2.07188981e-01],
       [ 5.91547774e-01],
       [ 4.11650393e-01],
       [-1.25137647e-01],
       [-7.02022240e-02],
       [ 4.29744398e-01],
       [ 4.14140671e-01],
       [ 6.42927346e-02],
       [-1.42170704e-01],
       [-2.64260938e-01],
       [-1.29384780e-02],
       [-8.11298860e-01],
       [-4.24002865e-03],
       [-1.85691466e-01],
       [ 3.93453873e-01],
       [ 1.28566619e-01],
       [ 3.98059072e-02],
       [ 7.95956752e-02],
       [-1.46153991e-03],
       [-1.74815959e-01],
       [ 8.08170131e-01],
       [-1.65452876e-01],
       [ 1.75211420e-02],
       [-2.44105031e-01],
       [-3.01780601e-01],
       [ 2.32527901e-01],
       [-9.37066904e-03],
       [ 1.31652282e-01],
       [-9.72720891e-03],
       [ 4.87722119e-02],
       [ 5.96690912e-01],
       [ 2.39968403e-01],
       [-2.65262029e-01],
       [ 3.37620032e-02],
       [-6.30602631e-02],
       [ 2.04961847e-01],
       [-9.77276449e-02],
       [-6.40004201e-01],
       [ 1.91170500e-01],
       [-6.77523291e-01],
       [-1.39737558e-01],
       [ 4.43477171e-01],
       [ 3.66448659e-02],
       [-9.56233622e-03],
       [-3.09729990e-01],
       [-1.55001376e-02],
       [-5.11071939e-03],
       [-4.11230197e-02],
       [-1.44640529e-03],
       [-1.10236632e-02],
       [ 2.33331471e-02],
       [-7.50428741e-02],
       [-2.14309555e-02],
       [ 1.94479896e-01],
       [-3.19929813e-02],
       [ 3.52954567e-03],
       [-6.83697833e-01],
       [-2.73986424e-02],
       [-7.57300800e-01],
       [-1.17689049e-01],
       [ 2.26931675e-01],
       [ 6.32739786e-02],
       [-1.25721043e+00],
       [-1.42769506e-01],
       [ 1.64582192e-01],
       [ 4.02910733e-02],
       [-6.89615315e-01],
       [-2.58460618e-02],
       [ 1.35820624e-01],
       [ 1.06351608e-01],
       [-6.78216634e-03],
       [ 1.52669594e-01],
       [ 2.22480741e-01],
       [ 2.54339610e-01],
       [-7.39057310e-01],
       [ 6.48988177e-02],
       [-2.56543444e-01],
       [ 5.86272130e-03],
       [-6.33448755e-01],
       [ 3.92301425e-02],
       [-4.47886975e-02],
       [-6.06114044e-02],
       [-2.71839423e-03],
       [ 2.06158764e-02],
       [ 1.57935307e-01],
       [ 3.63881611e-01],
       [ 4.14911721e-01],
       [-6.71229099e-02],
       [ 4.81034097e-01],
       [ 3.76033330e-02],
       [-3.32009681e-01],
       [-2.18843263e-01],
       [ 1.87357582e-01],
       [ 1.79603499e-03],
       [-9.46721347e-02],
       [-3.28813297e-01],
       [ 6.99903331e-02],
       [-1.76958832e-01],
       [ 3.10236161e-01],
       [ 3.91069096e-01],
       [-1.46315265e-01],
       [-3.16734298e-02],
       [ 2.20285363e-01],
       [-3.51584675e-01],
       [-3.41330938e-01],
       [ 1.51408662e-01],
       [ 3.80456195e-01],
       [-2.16757495e-01],
       [ 5.65783385e-01],
       [ 1.58456052e-01],
       [-2.49400230e-01],
       [ 3.51883927e-02],
       [ 2.48123136e-01],
       [-1.97074364e-03],
       [-2.66983572e-01],
       [-4.65463535e-01],
       [ 7.38044501e-01],
       [-7.43622584e-04],
       [ 1.49705518e-02],
       [ 2.51594069e-01],
       [-1.21367808e-01],
       [-8.39837735e-03],
       [ 3.86697527e-01],
       [-1.07816948e+00],
       [-6.77924086e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 4.00877922e-01],
       [ 5.97336379e-01],
       [ 5.79642083e-01],
       [-1.13792374e+00],
       [ 2.37255322e-01],
       [ 4.79237973e-02],
       [-2.57812514e-01],
       [ 1.71449421e-01],
       [ 1.17344168e-01],
       [ 2.65881982e-01],
       [ 3.09958240e-01],
       [-3.45899483e-01],
       [-5.89975264e-01],
       [-4.13263798e-01],
       [-1.74985990e-01],
       [ 7.55577031e-01],
       [-1.01553110e-01],
       [-3.13596466e-01],
       [-7.71458371e-01],
       [-1.24861497e+00],
       [-3.00556305e-01],
       [-3.72573648e-01],
       [-2.87615100e-01],
       [-3.00262417e-01],
       [ 2.79076193e-02],
       [ 4.00121008e-01],
       [-1.51357394e-01],
       [-2.57695630e-01],
       [ 2.09283338e-01],
       [ 2.37614619e-01],
       [ 1.10121781e-01],
       [-5.15209241e-01],
       [ 5.76094238e-01],
       [ 7.82490165e-01],
       [ 8.88209597e-01],
       [-7.11799928e-01],
       [-8.17692556e-02],
       [ 8.07668787e-02],
       [ 2.27912377e-01],
       [ 2.22349358e-01],
       [ 1.20936770e-01],
       [ 6.13537716e-01],
       [ 4.51174671e-01],
       [-5.33888459e-01],
       [-7.28983571e-01],
       [ 4.06755521e-02],
       [-8.16655115e-01],
       [ 1.95242651e-01],
       [ 8.08859055e-01],
       [ 6.15602995e-01],
       [ 2.36028000e-01],
       [-5.56303773e-01],
       [-1.02820966e+00],
       [-9.69761792e-01],
       [-6.03672286e-02],
       [-2.90295884e-01],
       [ 8.87408522e-02],
       [-1.41127631e-01],
       [ 2.11210872e-01],
       [ 6.19271000e-01],
       [-1.62540507e-01],
       [-2.82107945e-01],
       [ 2.40263150e-02],
       [ 1.14044716e-01],
       [-1.70927899e-01],
       [-2.83343725e-01],
       [ 3.04314186e-01],
       [ 1.57344677e-01],
       [ 2.31576894e-01],
       [-4.21117412e-03],
       [ 7.18816435e-03],
       [-2.75891319e-01],
       [ 6.27633712e-01],
       [-9.91886560e-01],
       [-1.26661291e+00],
       [ 2.53478468e-01],
       [-8.24300765e-01],
       [-6.57472277e-01],
       [ 5.94911872e-01],
       [-4.80549965e-01],
       [ 3.06602269e-01],
       [ 3.88756493e-01],
       [-4.14666971e-01],
       [-3.42215301e-01],
       [-4.53883404e-01],
       [ 3.60514946e-01],
       [-3.55531235e-01],
       [ 2.26531599e-01],
       [-2.79171394e-01],
       [-2.24649306e-01],
       [-4.36559223e-01],
       [-9.01366829e-01],
       [ 7.65367934e-03],
       [-4.68635907e-01],
       [-4.34315899e-01],
       [ 3.24302084e-01],
       [ 6.75575116e-03],
       [-3.62235206e-02],
       [-1.44633585e-02],
       [ 4.84152451e-01],
       [-5.74710580e-01],
       [ 6.47172550e-01],
       [ 1.68386539e-01],
       [-4.02077127e-01],
       [-4.48502517e-02],
       [ 2.92671707e-01],
       [ 5.22449738e-01],
       [ 2.20735390e-01],
       [-1.16269725e+00],
       [ 4.88874701e-01],
       [-4.99051907e-01],
       [-4.35116214e-01],
       [ 2.38704546e-01],
       [-1.00628647e+00],
       [ 4.01692311e-01],
       [-1.19533044e+00],
       [-8.01562816e-01],
       [ 3.78627235e-01],
       [-3.79162138e-01],
       [-6.23481304e-01],
       [ 4.95296554e-01],
       [-1.73735156e-01],
       [ 5.52031002e-01],
       [ 3.23853481e-01],
       [-4.46308052e-01],
       [-4.94350341e-01],
       [-9.15574388e-02],
       [ 5.00979551e-01],
       [ 2.29290870e-01],
       [ 1.32341524e+00],
       [-6.56087336e-01],
       [ 5.55089866e-01],
       [-1.16142612e-01],
       [ 7.03412404e-01],
       [ 3.71128815e-01],
       [-8.94315192e-01],
       [-1.61140418e-01],
       [ 9.80611266e-02],
       [ 1.67246705e-01],
       [ 9.54333395e-01],
       [-8.00708490e-01],
       [-7.95771785e-01],
       [-2.68712985e-01],
       [-4.01442965e-01],
       [ 5.52293466e-01],
       [ 2.11611265e-01],
       [ 7.76931547e-02],
       [ 2.72341936e-01],
       [ 7.35002499e-01],
       [-6.86789443e-01],
       [ 5.64932222e-01],
       [-2.43735355e-01],
       [ 2.02372206e-01],
       [-1.42922504e+00],
       [-1.37908978e+00],
       [ 8.32418785e-01],
       [-2.54428596e-01],
       [ 4.02548837e-01],
       [-8.42608073e-01],
       [-8.39163977e-01],
       [-1.43592538e-01],
       [-8.59273912e-01],
       [ 8.05434090e-01],
       [-3.46572442e-01],
       [-2.80793554e-01],
       [ 6.19020676e-01],
       [-3.11025722e-01],
       [-1.01074922e+00],
       [-1.67046560e-01],
       [ 7.25700642e-02],
       [-8.98473265e-01],
       [ 2.21138858e-03],
       [ 7.67128374e-03],
       [ 2.16764796e-01],
       [ 3.26655439e-01],
       [-3.09103100e-01],
       [ 6.44670945e-01],
       [-1.27489978e-01],
       [-1.01019882e+00],
       [-1.62034374e+00],
       [-7.96542025e-01],
       [ 2.56320970e-01],
       [-2.23395747e-01],
       [ 4.72858603e-01],
       [ 6.83275685e-01],
       [-8.09146348e-02],
       [ 4.65137427e-01],
       [-9.52909538e-01],
       [-9.28781226e-01],
       [ 8.34528635e-01],
       [ 2.77833892e-02],
       [ 5.71884544e-01],
       [-5.05502556e-01],
       [-1.75510543e-01],
       [-5.35016476e-01],
       [-4.92407897e-02],
       [ 9.66292199e-01],
       [-4.17276511e-01],
       [ 9.53856270e-01],
       [ 2.57979346e-01],
       [ 3.58624910e-01],
       [-6.18727812e-01],
       [ 7.12336768e-01],
       [ 3.69759747e-01],
       [-1.00557684e-01],
       [-5.72313274e-01],
       [-3.44272784e-01],
       [ 2.02095911e-01],
       [-1.43276804e-01],
       [ 5.36560720e-01],
       [-6.43176029e-01],
       [ 3.95872729e-02],
       [-2.09205819e-01],
       [ 6.17540324e-01],
       [-3.07508941e-01],
       [-2.59330167e-01],
       [ 3.12492310e-01],
       [ 1.64400317e-01],
       [-4.76301011e-01],
       [-3.08448816e-01],
       [-1.04603687e+00],
       [-4.92474913e-01],
       [-4.30447165e-01],
       [-5.53234076e-01],
       [-5.95771862e-01],
       [ 5.46440221e-01],
       [ 3.02655038e-01],
       [-2.57572212e-01],
       [ 8.30440855e-01],
       [-9.44164108e-01],
       [ 6.69267840e-02],
       [-5.29433177e-01],
       [-6.76207109e-01],
       [-6.02223144e-01],
       [ 1.49881617e-01],
       [ 6.95431864e-01],
       [-5.71354588e-01],
       [-9.98411035e-01],
       [ 7.85528887e-01],
       [-1.29752521e-01],
       [ 7.21217204e-01],
       [ 1.16176680e+00],
       [-1.47763435e+00],
       [-1.00795874e-01],
       [ 8.48928488e-01],
       [-1.91675625e-01],
       [-2.39022122e-01],
       [ 1.19342842e-01],
       [-5.33509774e-01],
       [-1.37354113e+00],
       [-5.07699536e-01],
       [ 1.09008627e-01],
       [-4.08639483e-01],
       [ 4.52093756e-01],
       [-7.98186118e-01],
       [-9.63846695e-01],
       [ 1.21417121e-01],
       [ 1.12503941e+00],
       [ 4.04725968e-01],
       [ 2.00057670e-01],
       [ 2.62685294e-01],
       [-1.91971992e-01],
       [ 4.39949002e-01],
       [ 1.66632780e-01],
       [-2.69338240e-01],
       [-3.37015823e-01],
       [ 6.43109546e-01],
       [-7.18931022e-02],
       [-1.17760070e+00],
       [-3.60075778e-01],
       [-5.09927886e-01],
       [ 1.76818818e-02],
       [-3.49452135e-01],
       [-9.74143138e-01],
       [ 8.19261508e-01],
       [ 3.54591504e-01],
       [ 2.84389772e-01],
       [-1.12757961e+00],
       [ 8.94854966e-01],
       [ 2.43931078e-01],
       [-1.29299366e+00],
       [ 1.03279026e-02],
       [ 2.14607804e-01],
       [-5.92036099e-01],
       [-3.11970883e-01],
       [-1.47025108e-01],
       [-1.28191002e+00],
       [-1.87599948e-01],
       [-4.26263619e-01],
       [-1.38452433e+00],
       [-8.84242983e-01],
       [ 5.53800865e-01],
       [-7.40311262e-02],
       [-6.23990843e-01],
       [-5.68357976e-02],
       [-1.95828253e-01],
       [ 3.95495183e-01],
       [-6.45562491e-01],
       [ 4.29264994e-01],
       [-2.15335896e-01],
       [-3.55738856e-01],
       [-4.78523104e-01],
       [-3.08333599e-01],
       [ 3.59866004e-01],
       [ 7.21913431e-01],
       [ 5.21483578e-01],
       [-7.89547591e-01],
       [ 4.89418033e-02],
       [ 3.53161097e-01],
       [-7.60257479e-02],
       [ 5.31891138e-01],
       [-1.85108172e+00],
       [-1.35807405e+00],
       [ 3.72354382e-01],
       [ 9.44382740e-02],
       [-2.63321207e-01],
       [ 2.43238147e-02],
       [ 5.18259856e-01],
       [ 2.10831384e-01],
       [ 1.23408508e+00],
       [ 1.15627018e-01],
       [-2.14834581e-01],
       [-4.99267290e-01],
       [-7.88518844e-02],
       [ 1.28848228e+00],
       [ 8.96751180e-02],
       [ 2.05046802e-01],
       [-2.51922543e-01],
       [ 7.33631198e-01],
       [-4.77595221e-01],
       [ 6.85375599e-01],
       [ 7.63641565e-01],
       [-4.08235692e-01],
       [-1.87982836e-01],
       [ 5.51897213e-01],
       [-6.07678216e-02],
       [-5.15608910e-01],
       [-5.85213424e-01],
       [-9.29017676e-01],
       [-3.27175523e-01],
       [ 5.63476110e-01],
       [-1.09454301e+00],
       [-6.63475171e-01],
       [-1.17556168e-01],
       [ 9.10363114e-01],
       [ 8.08198684e-01],
       [-1.23352914e+00],
       [ 7.15631448e-01],
       [ 4.21502174e-01],
       [-7.87406768e-01],
       [ 6.51173443e-01],
       [-4.55232436e-01],
       [ 1.41591806e-01],
       [-6.19872753e-01],
       [-7.59582036e-01],
       [ 4.40232510e-02],
       [ 1.05520267e+00],
       [-5.31825988e-02],
       [ 6.32887495e-01],
       [-1.62893608e-01],
       [-1.21709855e+00],
       [-3.80633622e-01],
       [ 6.88524904e-01],
       [ 1.77301292e-01],
       [ 1.00158146e+00],
       [-3.58690287e-02],
       [ 3.29160392e-01],
       [-4.56217736e-01],
       [-9.13804361e-01],
       [ 2.38103997e-01],
       [-4.70699764e-01],
       [ 4.53709317e-01],
       [ 2.55908792e-01],
       [-1.28395082e+00],
       [-4.46818333e-02],
       [ 4.99768127e-01],
       [-1.96500602e-01],
       [ 7.79652305e-01],
       [ 4.12931422e-01],
       [-3.17902133e-01],
       [ 1.28281996e+00],
       [ 7.49478262e-01],
       [ 5.47650852e-01],
       [-4.85534646e-02],
       [-5.32972852e-01],
       [-4.33839843e-01],
       [-2.86124827e-01],
       [-4.07954843e-01],
       [-1.16069730e+00],
       [ 7.53329319e-02],
       [ 1.39649298e-01],
       [ 1.75572620e-01],
       [-3.07738266e-01],
       [ 1.13801174e+00],
       [ 2.07632091e-01],
       [-7.86683696e-01],
       [-4.46820964e-01],
       [-6.45528539e-01],
       [-8.81524741e-01],
       [-2.28293337e-01],
       [-6.80900643e-01],
       [ 7.69474320e-01],
       [ 5.36325498e-01],
       [ 2.05812074e-01],
       [ 2.75334170e-01],
       [-2.21598919e-01],
       [ 8.06154719e-01],
       [ 3.90540161e-01],
       [-2.68508801e-01],
       [ 1.25138217e-01],
       [ 1.98481744e+00],
       [ 5.67965568e-01],
       [ 8.13569910e-01],
       [ 2.94572041e-01],
       [ 8.41189363e-01],
       [ 3.91871819e-01],
       [-1.09717911e+00],
       [ 5.58561460e-02],
       [ 8.85221812e-01],
       [-3.63089351e-01],
       [-1.53348558e+00],
       [ 3.66867878e-01],
       [-6.64136003e-01],
       [-1.46505429e-01],
       [ 1.21531647e+00],
       [ 2.95851033e-01],
       [-6.14361920e-01],
       [ 4.02225445e-01],
       [ 1.39752511e+00],
       [-2.49028327e-01],
       [-4.72057667e-01],
       [ 1.45309839e-01],
       [ 5.18968345e-02],
       [-5.49676287e-02],
       [ 7.70311864e-01],
       [ 2.27128462e-01],
       [ 2.58870165e-02],
       [-5.82844406e-01],
       [ 3.04427873e-01],
       [-1.86581213e-01],
       [-6.58009552e-01],
       [-7.88086147e-01],
       [ 4.45981529e-01],
       [-4.07512537e-01],
       [ 1.79859124e+00],
       [-5.37471070e-01],
       [ 1.73556962e-01],
       [-5.35092996e-01],
       [ 3.34605580e-01],
       [-1.14779496e-01],
       [-4.90451029e-02],
       [ 1.16481198e+00],
       [-5.02040832e-01],
       [ 2.22523316e-01],
       [-1.16010073e-01],
       [-8.88557008e-02],
       [ 8.28203648e-02],
       [ 3.63767199e-01],
       [-1.14131859e-01],
       [ 4.35116779e-01],
       [ 6.79113453e-01],
       [ 8.21038464e-01],
       [-6.70191762e-02],
       [ 4.25300793e-01],
       [ 4.04296457e-01],
       [ 2.48926785e-01],
       [ 5.09084289e-01],
       [ 2.29261545e-01],
       [ 1.79369441e-01],
       [-3.51954204e-01],
       [ 5.73976684e-01],
       [ 9.30653367e-01],
       [-4.04653289e-01],
       [ 2.22856132e-01],
       [-8.05481189e-01],
       [-9.02394488e-02],
       [ 3.86281196e-01],
       [ 9.96512681e-03],
       [ 5.12880883e-01],
       [ 7.38464475e-01],
       [-5.27367465e-01],
       [-3.90674301e-01],
       [-3.18228488e-01],
       [-3.33221267e-01],
       [ 3.57219285e-01],
       [-1.93065712e-01],
       [ 3.13627517e-01],
       [-4.78294350e-01],
       [ 1.53307108e-01],
       [ 7.44845313e-01],
       [ 1.47038839e-01],
       [-2.97310123e-01],
       [ 1.33797910e-01],
       [-6.58092161e-02],
       [-2.25941100e-01],
       [ 3.14280729e-01],
       [ 8.91309377e-01],
       [ 3.30082140e-01],
       [ 6.89204628e-02],
       [-4.88621909e-02],
       [-1.64074483e+00],
       [-8.14896832e-01],
       [-1.01810715e+00],
       [ 3.96837043e-01],
       [-7.05804422e-02],
       [ 1.79405448e-02],
       [ 5.00556292e-01],
       [-7.26638555e-01],
       [-4.21394892e-01],
       [ 3.76871722e-01],
       [-1.52796271e+00],
       [ 7.53784746e-01],
       [ 5.28180070e-01],
       [ 7.97546878e-02],
       [-3.23394471e-01],
       [-4.05402647e-01],
       [-3.87386511e-02],
       [-1.51840695e-01],
       [-1.05214355e-01],
       [ 5.22356210e-01],
       [ 1.27096416e+00],
       [-1.11952407e+00],
       [-8.17864063e-02],
       [-9.85931008e-01],
       [ 3.01859367e-01],
       [ 2.00198344e-01],
       [ 4.87666789e-01],
       [-4.11071281e-01],
       [ 1.00683323e+00],
       [-4.12461840e-01],
       [-7.68192487e-04],
       [ 7.97196291e-02],
       [ 5.97396439e-01],
       [ 6.03742207e-02],
       [-2.91219010e-01],
       [ 1.18393057e-01],
       [-1.11503343e+00],
       [-4.51210811e-01],
       [ 3.45794624e-01],
       [ 2.79708885e-01],
       [-3.39997793e-01],
       [ 2.57524906e-01],
       [ 7.45963920e-01],
       [-2.20096943e-02],
       [ 1.28604581e+00],
       [-5.85928447e-02],
       [-7.16247507e-01],
       [-1.60022807e-01],
       [ 2.88604121e-01],
       [ 1.26653815e-01],
       [ 4.50632499e-01],
       [ 1.51965931e-01],
       [-1.15596114e-01],
       [-9.39045301e-01],
       [-7.92383989e-01],
       [-6.24187186e-01],
       [-3.43043762e-02],
       [ 2.56620126e-01],
       [ 3.53556739e-01],
       [ 1.72373659e-01],
       [ 3.22055425e-01],
       [ 2.20272341e-01],
       [-1.09734234e+00],
       [ 1.12051888e-01],
       [-1.33099195e-01],
       [-2.55505946e-01],
       [-7.46364035e-01],
       [ 3.41488801e-01],
       [-1.79434129e-01],
       [-2.57980242e-01],
       [ 2.59679120e-01],
       [-3.03593881e-01],
       [ 1.49196491e-01],
       [ 4.30646343e-01],
       [-6.88927921e-01],
       [ 2.43519781e-01],
       [-9.35784552e-03],
       [-5.37185312e-01],
       [-9.17954802e-02],
       [ 3.63646035e-01],
       [ 3.77460387e-01],
       [-3.51882183e-01],
       [-1.78437144e-01],
       [ 1.74435314e-01],
       [-3.13449050e-01],
       [-1.25939402e-01],
       [-3.11071065e-01],
       [-2.98874421e-01],
       [-2.36766324e-01],
       [ 3.90640597e-02],
       [-5.73493424e-01],
       [ 4.90979948e-01],
       [ 5.08046246e-01],
       [ 2.13773962e-01],
       [-1.72961676e-01],
       [ 5.29630152e-01],
       [ 5.73581310e-01],
       [-2.11028531e-01],
       [-2.53779947e-01],
       [-7.47984228e-01],
       [-5.97378180e-02],
       [-1.32180296e-01],
       [ 5.61781031e-01],
       [-1.36195398e-01],
       [-4.06413078e-01],
       [-3.01629516e-02],
       [-7.51382389e-02],
       [-3.74569350e-01],
       [ 1.20435549e-01],
       [-5.80221650e-01],
       [ 3.01251163e-01],
       [ 1.68118610e-01],
       [ 3.92986459e-01],
       [ 6.54478378e-02],
       [ 8.12980465e-02],
       [-3.31592397e-01],
       [ 5.91691570e-01],
       [ 2.09939301e-01],
       [ 7.34719875e-01],
       [-1.16321118e+00],
       [-5.82167967e-01],
       [-6.16671094e-01],
       [ 7.55044332e-01],
       [ 7.46018650e-01],
       [ 3.84385205e-03],
       [-2.75038780e-02],
       [ 1.00317904e-03],
       [ 3.24657064e-01],
       [-8.54995455e-02],
       [ 1.87407471e-01],
       [ 3.61986396e-01],
       [ 2.63331396e-02],
       [ 9.05339373e-01],
       [-5.80278759e-01],
       [ 9.35722393e-02],
       [-8.25385008e-02],
       [-2.50639112e-01],
       [ 8.68173440e-01],
       [ 9.38964305e-01],
       [-1.22882883e-01],
       [-3.63060296e-01],
